sentence,translated,fuel,machine,others,part,price,service
akhirnya bisa membeli mobil juga . pilihan saya jatuh ke daihatsu xenia sporty . mobil ini sangat nyaman sekali . interior sangat bagus dan elegan . Lari nya juga sangat stabil dan mantap .,akhirna boi manuhor mobil pe. Pilihanku madabu tu Daihatsu Xenia Sporty. Mansai nyaman do mobil on. bagasna mansai denggan jala elegan. Parlojongna pe tung mansai stabil jala mantap do.,neutral,positive,positive,positive,neutral,neutral
xenia li punya saya konsumsi bbm - nya irit banget,Xenia Li ku sangat hemat bahan bakar .,positive,neutral,neutral,neutral,neutral,neutral
avanza gaya nya jadul ah gak cocok buat mahasiswa,"Gaya ni Avanza on nunga kuno, ndang cocok tu angka mahasiswa",neutral,neutral,neutral,negative,neutral,neutral
brio bagus banget gak kaya mobil lama saya si calya jelek,"Brio on memang jago, dang songon mobilku najolo, Calya jelek",neutral,neutral,negative,neutral,neutral,neutral
Tidak ada yang bisa mengalahkan ketangguhan mesin Avanza .,Ndang adong na boi mangalo ketangguhan ni mesin Avanza.,neutral,positive,neutral,neutral,neutral,neutral
Enteng saat dikendarai . Enggak berat . Onderdil mudah dicari . Banyak konter-konter honda di deket rumah . Jadi enggak perlu jauh mencari tempat servis jauh-jauh .,Ringan molo diboan. Ndang borat. Mura do dapot suku cadang. Godang do konter Honda jonok tu jabu. Jadi dang pola dao hamu mangalului pusat pelayanan.,neutral,neutral,positive,positive,neutral,positive
Yamaha Aerox R tarikan oke mesin hebat bodi sporty,"Yamaha aerox r menarik baik, mesin hebat, badan sportif",neutral,positive,neutral,positive,neutral,neutral
"Pada tahun 2017 saya beli beat , status saya pelajar jadi saya setiap hari pake ke sekolah jujur tarikan nya nyaman dan juga lincah tetapi yang disayangkan ground clearance - nya kurang tinggi","Taon 2017 hutuhor ma Beat, statusku mahasiswa jadi hupangke do ganup ari laho tu sikkola Jujur, tarikan na nyaman jala lincah, alai sayangna jarak darat na so cukup timbo.",neutral,positive,neutral,negative,neutral,neutral
cat xenia entah kenapa gampang banget baret alus .,"Alani manang aha, cat Xenia i dapotan goresan halus mansai mura.",neutral,neutral,neutral,negative,neutral,neutral
Xenia li biru dlx AC - nya dingin juga . Mantaplah .,AC di Xenia dlx biru pe ngali. Tongtong.,neutral,neutral,neutral,positive,neutral,neutral
"Harga yang mudah terjangkau oleh siapa pun , model Dan teknologi kekinian , perawatan mudah Dan tentunya irit bahan bakar serta purnajual yang bagus , semuanya berkualifikasi bagus . Mantap memang Honda Beat .","Arga na mura dijalo manang ise pe, model dohot teknologi na modern, perawatan na mura jala tontu hemat bahan bakar dohot pelayanan purna jual na denggan, sude i berkualitas. Honda Beat on ma tutu.",positive,neutral,positive,positive,positive,positive
desain dan body interior bagusan fortuner,Desain dalam dan badan Fortuner bagus .,neutral,neutral,neutral,positive,neutral,neutral
"kalau melihat spesifikasi nya, harga ertiga lumayan overpriced","Molo binereng sian spesifikasi na, arga ni Ertiga on lumayan mahal",neutral,neutral,neutral,neutral,negative,neutral
dealer dan bengkel nya HRV di situ pelayanan nya bagus banget plus murah mas .,"Dealer dohot bengkel HRV disi mangalehon pelayanan na denggan situtu ditambah mura do, bro.",neutral,neutral,neutral,neutral,neutral,positive
Toyota Calya mobil keluarga lcgc Harga murah yang tidak murahan,Mobil keluarga Toyota Calya LCGC Harga murah alai dang murah.,neutral,neutral,neutral,neutral,positive,neutral
walaupun secara keseluruha oke tapi kalo bensinnya boros jadi malas beli,"Nang pe secara keseluruhan dang pola boha i, molo boros bensin do, malas do au manuhor i",negative,neutral,positive,neutral,neutral,neutral
"sudah setahun lebih Toyota Calya ini saya pakai ke tempat-tempat ekstrem , namun sampai saat ini pun belum pernah saya temukan masalah pada mobil ini .","Nunga lobi sataon hupangke Toyota Calya on tu inganan na ekstrim, alai sahat tu saonari ndang hea dope hudapot masalah di mobil on.",neutral,neutral,positive,neutral,neutral,neutral
"saya percaya , sejauh ini harga jual toyota lebih mahal ketimbang merek yang lain","Porsea do ahu, saleleng on arga jual ni Toyota on ummarga sian merek na asing.",neutral,neutral,neutral,neutral,positive,neutral
kalo punya toyota ya harus sabar aja kalo servis nya buruk,"Molo adong Toyota, holan sabar do molo hurang denggan pelayananna.",neutral,neutral,neutral,neutral,neutral,negative
"Honda Vario yang pasti irit bbm , meskipun motor jenis matic tetapi untuk kecepatan tetap tangguh dibandingkan motor dengan cc yang sama dengan transmisi manual","Honda Vario on pasti hemat bahan bakar, nang pe motor otomatis, tangguh dope kecepatanna molo dibandinghon tu motor na sarupa cc dohot manual.",positive,positive,neutral,neutral,neutral,neutral
Wuling Confero mobil yang sangat cocok untuk bepergian jauh,Wuling Confero adalah mobil yang sangat cocok untuk perjalanan jarak jauh .,neutral,neutral,positive,neutral,neutral,neutral
Suka banget sama terios baru,Tutu songon Terios na baru .,neutral,neutral,positive,neutral,neutral,neutral
"Saya juga pakai Honda . Salah satu yang paling saya suka dari merek ini adalah kepraktisan nya ,","Au pe pake Honda do. Sada na paling huhalomohon sian merek on ima praktisna,",neutral,neutral,positive,neutral,neutral,neutral
Saya pertama coba mengendarai honda beat sporty saya suka tarikan nya lincah dan pada saat tanjakan enteng .,On ma parjolo sahali ahu mancoba naik Honda Beat Sporty lomo do rohangku tu tarikan na lincah jala ringan molo laho tu dolok.,neutral,positive,neutral,neutral,neutral,neutral
"calya tidak didesain untuk dipakai di medan yang sulit, lemah!","Calya ndang dirancang laho dipangke di medan na maol, gale!",neutral,neutral,neutral,negative,neutral,neutral
"Kalau buat usaha pakai Li saja , pasti nyaman .","Molo naeng marbisnis, pake ma Li, pasti do nyaman.",neutral,neutral,positive,neutral,neutral,neutral
altis 2010 saja masih enak apalagi 2014,"Altis 2010 on denggan dope, apalagi 2014",neutral,neutral,positive,neutral,neutral,neutral
"Honda Vario terasa sangat lincah dan tangguh mengantar saya ke mana saja , membelah tiap lekuk dan sudut yogyakarta dan sekitar nya tanpa khawatir kenapa-kenapa .","Mansai lincah jala togu do huhilala Honda Vario on, mamboan ahu manang tudia pe, mamotong ganup tikungan dohot suhi-suhi ni Yogyakarta dohot na humaliangna so pola holsoan manang aha na masa.",neutral,positive,neutral,neutral,neutral,neutral
Honda HRV kaki-kaki terasa ringkih . Per belakang gampang ngejeduk .,Roda honda HRV merasa rapuh. Mura do dituktuk mual na di pudi.,neutral,neutral,neutral,negative,neutral,neutral
"Sebener nya alasan saya milih Honda ya karena lebih enak aja tarikan mesin - nya diajak jalan sehari-hari . Lebih cocok dengan selera saya . Jadi minor change atau major change , cuma soal selera","Sasintongna, alasanku mamillit Honda, ala mesinna lebih nyaman laho marmotor siganup ari. Lebih tu seleraku. Jadi perubahan kecil manang perubahan besar, holan soal selera do i.",neutral,positive,neutral,neutral,neutral,neutral
"awal nya saya sedikit ragu untuk membeli Wuling Confero L , namun dengan harga yang begitu ramah , memaksa saya memilih kendaraan ini .","Di mulana agak ragu do ahu manuhor Wuling Confero L i, alai ala arga na ramah songon i, gabe terpaksa ma ahu mamillit kendaraan on.",neutral,neutral,neutral,neutral,positive,neutral
Kalau aku tetap pilih avanza karena sudah terbukti kehandalan mesin nya.,"Molo tong do hupillit Avanza, ala nunga terbukti keandalan ni mesinna.",neutral,negative,neutral,neutral,neutral,neutral
"Xenia Xi sporty kalau pas menghidupkan AC , suara mesin nya berisik banget","Xenia Xi on sportif, molo dihidupkan AC, suara mesinna ribut hian",neutral,negative,neutral,neutral,neutral,neutral
avanza kenyamanan nya paling juara,Avanza do na paling nyaman .,neutral,neutral,positive,neutral,neutral,neutral
"punya HRV E 2018 , tenaga nya juga lumayan","adong HRV E 2018, daya na pe lumayan denggan",neutral,positive,neutral,neutral,neutral,neutral
Karimun Wagon R sesuai kebutuhan & budget aja biar tetep bisa menikmati nya dan tidak menggangu kebutuhan lainnya,Karimun Wagon R sesuai kebutuhan dohot anggaran asa boi dope dinikmati jala dang mengganggu kebutuhan na asing.,neutral,neutral,neutral,neutral,positive,neutral
"Avanza ini bodi nya makin bagus , lebih irit bahan bakar , onderdil banyak dan murah , ukuran lebih lega , mudah dijual , harga jual tinggi , dibawa pulang kampung enak , perawatan murah . Lebih elegan .","Avanza on memiliki badan na lebih baik, lebih hemat bahan bakar, godang jala mura suku cadang, ukuran na lebih luas, mura digadis, harga jual na timbo, mura diboan tu jabu, perawatan na mura. Lebih elegan do.",positive,neutral,positive,positive,positive,positive
honda brio lebih worth it kalo pengen mobil yang fun to drive,Honda Brio lebih berharga molo naeng mobil na tabo dibonceng .,neutral,neutral,positive,neutral,neutral,neutral
"Avanza itu karena bobot nya lebih ringan juragan ,",Avanza on ala ringan do bos.,neutral,neutral,neutral,positive,neutral,neutral
"Yamaha 125 ZR bukan enggak laku , harga nya serasa di awang-awang","Yamaha 125ZR bukan tidak laku, harga na terasa songon na di udara",neutral,neutral,neutral,neutral,negative,neutral
berarti mesin Xenia terbukti bagus dan bandel + irit BBM,Lapatanna mesin Xenia terbukti denggan jala tahan lama + hemat bahan bakar .,positive,positive,neutral,neutral,neutral,neutral
"Menurut saya veloz gak seindah itu om , gak ada nyaman-nyaman nya kalo dibandingin lawan2 nya .","Menurut au, dang pola songon i uli ni Veloz i, Pak Dang songon nyaman ni angka pesaingna.",neutral,neutral,negative,neutral,neutral,neutral
gue punya mobil rentalan 50 biji xenia umur nya sudah 3 tahun semua satu pun kagak ada yang meledak mesin nya .,"Adong do 50 mobil Xenia na husewa, sude nunga marumur 3 taon, jala ndang adong na hea ledakan mesinna.",neutral,positive,neutral,neutral,neutral,neutral
"Iya memang xpander , fasilitas servis nya juga bagus banget","Olo, Xpander do i, fasilitas pelayananna pe denggan do tutu.",neutral,neutral,neutral,neutral,neutral,positive
salah satu yang saya suka dari yamaha adalah after sales service nya,Sada na lomo rohangku sian Yamaha ima layanan purna jualna.,neutral,neutral,neutral,neutral,neutral,positive
semua produk nissan laku keras di pasaran .,Sude produk Nissan laku denggan di pasaran.,neutral,neutral,positive,neutral,neutral,neutral
"Selama 2 tahun belum ada kendala, Sigra memang mantap.","Dang adong masalah saleleng 2 taon, hebat situtu do Sigra.",neutral,neutral,positive,neutral,neutral,neutral
"Ternyata pelayanan bengkel-bengkel yamaha asli jelek banget , gue bagusin stater hand sampe bolak balik cuma kasih duit ke bengkel nya tapi tetep enggak bisa digunain stater gue .","Ternyata pelayanan sian bengkel Yamaha asli memang buruk, hupature ma starter tangan i marhite na mulak-ulak holan mangalehon hepeng tu bengkel alai starterhu tong do ndang boi dipangke.",neutral,neutral,neutral,neutral,neutral,negative
Aduh jadi nyesel ngambil alya,"Oh, manolsoli situtu do au mangalap si Alya .",neutral,neutral,negative,neutral,neutral,neutral
masa saya ke sana waktu hari kerja pekerja nya cuma sedikit bagaimana ini pelayanan dari daihatsu buat pelanggan nya,"Tingki laho ahu tusi di ari minggu, holan piga-piga do parkarejo Pelayanan songon dia do on sian Daihatsu tu angka pelangganna?",neutral,neutral,neutral,neutral,neutral,negative
mesin Avanza juga bertenaga juragan .,Mesin Avanza pe margogo do bos.,neutral,positive,neutral,neutral,neutral,neutral
"Altis G 2003 MT , Mesin rasanya powerful banget di rpm 2.500 pun mantap .","Altis G 2003 MT, sangat kuat terasa mesin na nang pe 2.500 rpm, mantap do.",neutral,positive,neutral,neutral,neutral,neutral
bangga banget saya punya mobil xenia ini walaupun harga nya mahal .,Mansai bangga do au ala adong mobil Xenia on nang pe arga arga na.,neutral,neutral,positive,neutral,negative,neutral
pilihan warna brio lucu-lucu semua bingung pilih mana,"Pilihan warna Brio sude lucu, bingung mamillit na dia",neutral,neutral,neutral,positive,neutral,neutral
Saya memiliki motor Vespa sprint itu adalah motor yang saya pakai dari SMA saat masa-masa itu motor paling keren bagus dan ganteng deh pokok nya harga nya bersahabat,"Adong do motor Vespa Sprint hu, i ma motor na hupangke mulai sian SMA, tingki i motor paling keren, bagak jala ganteng, arga na pe ramah.",neutral,neutral,positive,neutral,positive,neutral
cocok banget avanza untuk dibawa liburan bersama keluarga nyaman sekali,"Avanza on mansai cocok do diboan marlibur dohot keluarga, mansai nyaman do i",neutral,neutral,positive,neutral,neutral,neutral
"enak juga nih xenia 1000 cc , irit dan lincah hehe","Xenia 1000 cc on pe denggan do, hemat jala lincah hehe",positive,positive,positive,neutral,neutral,neutral
"Suspensi toyota calya nyaman , muat banyak , inline 4 Silinder dengan VVT - i technology bisa buat taksi daring","Suspensi Toyota Calya nyaman, bisa muat bahat, inline 4 silinder dengan teknologi VVT-i bisa digunakan untuk taksi online",neutral,neutral,neutral,positive,neutral,neutral
"ertiga gaya nya oke banget, tarikan juga mantap dan bandel tapi sayang nya boros banget","Gaya ni Ertiga on memang keren, tarikan na pe mantap jala tangguh, alai sayang memang boros do",negative,positive,neutral,positive,neutral,neutral
"Daihatsu Xenia yang paling pas buat saya dan keluarga , perawatan lebih mudah dan part lebih murah dari kendaraan merek lainnya .","Daihatsu Xenia do na paling cocok di ahu dohot keluargangku, perawatan na ummura jala suku cadang na ummura sian kendaraan merek na asing.",neutral,neutral,positive,positive,neutral,positive
sumpah . gtr ganteng banget asli,marsumpa . ganteng hian do gtr on .,neutral,neutral,positive,neutral,neutral,neutral
buat saya untuk ukuran ekonomi menengah ke bawah ya Toyota Calya oke banget harga nya,"Anggo au, anggo ekonomi kelas menengah bawah, denggan do tutu Toyota Calya on di sada arga.",neutral,neutral,neutral,neutral,positive,neutral
dengan kualitas yang diberikan & harga yang murah menurut saya sangat sangat worth to buy sekali ignis ini,"Dengan kualitas na disediahon dohot harga na mura, menurut au Ignis on memang layak dituhor.",neutral,neutral,positive,neutral,positive,neutral
pakai new avanza bu . Boros bensin haha,pake avanza baru bu. Borosan bensin haha ​​.,negative,neutral,neutral,neutral,neutral,neutral
cooper kecil tetapi mahal,Cooper metmet alai arga,neutral,neutral,neutral,neutral,negative,neutral
tidak pernah bosan saya pakai vario untuk pergi ke kampus .,Dang hea bosan au mamakke Vario lao tu kampus.,neutral,neutral,positive,neutral,neutral,neutral
"Harga mahal , tapi fitur gitu gitu aja .","Arga do i, alai holan songon i do godang ni fiturna.",neutral,neutral,neutral,negative,negative,neutral
"yamaha lexi speed nya gila, tarikan nya juara, cuma yah, bensin nya nyedot, bro.","Gila do kecepatan ni Yamaha Lexi i, top-top do daya tarik na, alai na masa, godang do bensin na dihisap, bro.",negative,positive,neutral,neutral,neutral,neutral
"Senang gue sama Xenia Li. keluar duit enggak banyak , dapat nya mantap .","Sonang do au dohot si Xenia Li. Unang godang hepeng, alai dapot ma hasil na balga.",neutral,neutral,positive,neutral,positive,neutral
Honda HRV gas nya pelan di jalan enggak rata bunyi semua .,"Gas HRV Honda lambat di dalan na so rata, mambahen ribut sude.",neutral,negative,neutral,neutral,neutral,neutral
"Xenia itu mobil irit oli ( cuma 2 liter ) , irit sparepart ( sparepart - nya cuma dikit ) .","Xenia ima mobil na hemat bahan bakar (holan 2 liter), hemat bahan bakar di suku cadang (holan piga-piga suku cadang).",positive,neutral,neutral,positive,neutral,neutral
Interior Mobil Avanza Veloz juga telah dibuatkan Kabin Avanza Veloz dengan tampilan yang lebih Modern dan Elegan,Bagian bagasan ni mobil Avanza Veloz on pe nunga dibahen gabe kabin Avanza Veloz dohot penampilan na lobi modern jala elegan.,neutral,neutral,neutral,positive,neutral,neutral
